card_id,card_type,title,short_description,full_description,topics,skills_required,skills_gained,news_category,format,language,location,published_at,updated_at,freshness_timestamp,source_name,source_type,author_name,estimated_read_time_minutes,quality_score,popularity_score,editorial_priority,source_authority,topic_urgency,actionability_relevance,recency_score,breaking_score,novelty_score,integrity_score,status,embedding_vector
news_0122,news,Ai alert reshapes student roadmap,"Security Brief covers ai, design for students who want personally relevant, current news.","Ai alert reshapes student roadmap focuses on ai, design and explains why the update matters now. It is written for students who bring analytics, figma, prompt_engineering and can deepen git while staying current on fast-moving developments.",ai|design,analytics|figma|prompt_engineering,git,breaking,briefing,en,LATAM,2026-03-19T22:17:30.020740,2026-03-20T08:55:49.054542,2026-03-20T08:55:49.054542,Security Brief,specialist_media,Ai Desk,9,0.8724,0.6886,0.5456,0.94,0.5068,0.615,0.1683,0.7183,0.8706,0.8274,hidden,"[0.5399,0.3932,-0.0237,0.2779,-0.1112,0.011,-0.0259,0.3809,-0.2295,0.159,0.3194,0.3713]"
news_0123,news,Climate market pulse and hiring signal,"Lab Chronicle covers climate, design, startups for students who want personally relevant, current news.","Climate market pulse and hiring signal focuses on climate, design, startups and explains why the update matters now. It is written for students who bring analytics, design_thinking and can deepen python while staying current on fast-moving developments.",climate|design|startups,analytics|design_thinking,python,market_map,newsletter,en,APAC,2026-03-16T15:41:45.626934,2026-03-17T03:45:04.582978,2026-03-17T03:45:04.582978,Lab Chronicle,research_lab,Climate Desk,7,0.819,0.3827,0.5455,0.97,0.4852,0.7107,0.0123,0.1125,0.6536,0.9011,hidden,"[0.1425,0.6203,0.157,0.1151,-0.1018,-0.044,-0.43,-0.2591,0.315,-0.0031,0.1441,0.4156]"
news_0124,news,What the latest Web study means right now,"TechWire covers web for students who want personally relevant, current news.","What the latest Web study means right now focuses on web and explains why the update matters now. It is written for students who bring design_thinking, javascript and can deepen leadership while staying current on fast-moving developments.",web,design_thinking|javascript,leadership,research_digest,newsletter,es,Global,2026-03-19T15:01:57.665929,2026-03-20T00:50:43.366118,2026-03-20T00:50:43.366118,TechWire,newsroom,Web Desk,10,0.8575,0.3919,0.5696,0.93,0.3757,0.4867,0.1245,0.1349,0.6583,0.8758,hidden,"[0.3603,0.1336,-0.2423,-0.1542,0.226,-0.6283,0.0736,-0.0229,0.3363,0.1002,-0.2617,-0.3556]"
news_0125,news,Data policy shift students should track,"Global Science Desk covers data, design, robotics for students who want personally relevant, current news.","Data policy shift students should track focuses on data, design, robotics and explains why the update matters now. It is written for students who bring design_thinking, python and can deepen git while staying current on fast-moving developments.",data|design|robotics,design_thinking|python,git,policy_watch,analysis,en,MENA,2026-03-21T15:19:57.371236,2026-03-21T20:21:58.309981,2026-03-21T20:21:58.309981,Global Science Desk,science_media,Data Desk,2,0.901,0.5877,0.7316,0.96,0.4963,0.805,0.5567,0.498,0.7239,0.8292,active,"[0.1769,0.3063,0.2213,0.0569,-0.2384,-0.4117,-0.1537,0.2725,0.0309,0.4793,0.2221,0.4674]"
news_0126,news,Research opportunity roundup for active students,"TechWire covers research, science for students who want personally relevant, current news.","Research opportunity roundup for active students focuses on research, science and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy, python and can deepen public_speaking while staying current on fast-moving developments.",research|science,critical_thinking|data_literacy|python,public_speaking,student_opportunity,briefing,en,EU,2026-03-18T20:40:41.446487,2026-03-19T00:44:09.395960,2026-03-19T00:44:09.395960,TechWire,newsroom,Research Desk,5,0.8268,0.3092,0.6319,0.93,0.3566,0.9359,0.0558,0.1212,0.7662,0.8919,hidden,"[0.0654,-0.0308,0.2082,0.0995,-0.6176,-0.0003,-0.096,-0.5538,-0.3647,0.2695,0.194,-0.0296]"
news_0127,news,Data policy shift students should track,"TechWire covers data for students who want personally relevant, current news.","Data policy shift students should track focuses on data and explains why the update matters now. It is written for students who bring analytics, python, sql and can deepen figma, public_speaking while staying current on fast-moving developments.",data,analytics|python|sql,figma|public_speaking,policy_watch,briefing,en,Global,2026-03-22T05:57:27.597315,2026-03-22T12:00:00,2026-03-22T12:00:00,TechWire,newsroom,Data Desk,8,0.7843,0.7132,0.698,0.93,0.5916,0.8781,0.8984,0.6518,1.0,0.8307,active,"[-0.0227,0.1688,-0.1325,0.4237,-0.1343,-0.1284,-0.0281,0.1173,0.0143,0.4127,0.5204,0.5324]"
news_0128,news,Data update every student should see today,"Startup Signal covers data, research, robotics for students who want personally relevant, current news.","Data update every student should see today focuses on data, research, robotics and explains why the update matters now. It is written for students who bring javascript, python and can deepen design_thinking, react while staying current on fast-moving developments.",data|research|robotics,javascript|python,design_thinking|react,breaking,analysis,en,Global,2026-03-21T16:03:36.557345,2026-03-22T00:26:56.611727,2026-03-22T00:26:56.611727,Startup Signal,industry_media,Data Desk,4,0.6863,0.7808,0.5277,0.88,0.5261,0.6704,0.6635,1.0,0.6088,0.8657,active,"[0.4018,0.3572,0.2822,0.0504,-0.4282,-0.6022,0.0848,0.1169,0.011,0.1654,-0.1422,0.1192]"
news_0129,news,Robotics market pulse and hiring signal,"Security Brief covers robotics for students who want personally relevant, current news.",Robotics market pulse and hiring signal focuses on robotics and explains why the update matters now. It is written for students who bring javascript and can deepen sql while staying current on fast-moving developments.,robotics,javascript,sql,market_map,briefing,en,EU,2026-03-20T16:21:19.906415,2026-03-21T03:49:36.777862,2026-03-21T03:49:36.777862,Security Brief,specialist_media,Robotics Desk,8,0.78,0.6687,0.552,0.94,0.4278,0.6477,0.3111,0.1722,0.5626,0.9069,active,"[0.1445,-0.0983,0.058,-0.1094,0.0229,-0.6315,-0.1409,0.4261,0.3068,0.4967,-0.0481,0.1013]"
news_0130,news,Data opportunity roundup for active students,"Security Brief covers data, policy, web for students who want personally relevant, current news.","Data opportunity roundup for active students focuses on data, policy, web and explains why the update matters now. It is written for students who bring sql and can deepen leadership while staying current on fast-moving developments.",data|policy|web,sql,leadership,student_opportunity,briefing,en,Global,2026-03-21T23:45:49.609367,2026-03-22T09:55:24.697596,2026-03-22T09:55:24.697596,Security Brief,specialist_media,Data Desk,10,0.8134,0.6722,0.76,0.94,0.6922,0.7653,0.838,0.2776,0.8393,0.8133,active,"[0.3458,-0.12,-0.5163,0.1638,0.2198,-0.5229,0.4513,-0.0039,0.1738,-0.0901,0.0936,0.0095]"
news_0131,news,What the latest Ai launch unlocks,"Builder Weekly covers ai, fintech, research for students who want personally relevant, current news.","What the latest Ai launch unlocks focuses on ai, fintech, research and explains why the update matters now. It is written for students who bring data_literacy and can deepen design_thinking, git while staying current on fast-moving developments.",ai|fintech|research,data_literacy,design_thinking|git,product_launch,analysis,es,US,2026-03-21T15:01:56.221335,2026-03-22T01:35:31.226313,2026-03-22T01:35:31.226313,Builder Weekly,company_blog,Ai Desk,5,0.7249,0.8696,0.5797,0.82,0.6327,0.7608,0.6608,0.2422,0.8139,0.7813,active,"[0.4012,0.2953,0.3792,-0.4589,0.0696,-0.3197,-0.276,-0.1914,-0.2958,0.1651,-0.1924,0.1607]"
news_0132,news,How the new Cybersecurity rule changes the field,"TechWire covers cybersecurity, product, web for students who want personally relevant, current news.","How the new Cybersecurity rule changes the field focuses on cybersecurity, product, web and explains why the update matters now. It is written for students who bring analytics, sql and can deepen leadership while staying current on fast-moving developments.",cybersecurity|product|web,analytics|sql,leadership,policy_watch,live_blog,en,Global,2026-03-21T22:25:24.177835,2026-03-22T00:23:12.787696,2026-03-22T00:23:12.787696,TechWire,newsroom,Cybersecurity Desk,5,0.8353,0.8262,0.7894,0.93,0.6357,0.7631,0.6697,0.5489,0.6802,0.8166,active,"[0.3907,-0.0274,-0.0129,-0.0976,0.0542,-0.3993,-0.5011,-0.0582,-0.0972,0.4079,0.4346,0.2352]"
news_0133,news,Ai update every student should see today,"Global Science Desk covers ai, climate, robotics for students who want personally relevant, current news.","Ai update every student should see today focuses on ai, climate, robotics and explains why the update matters now. It is written for students who bring prompt_engineering, public_speaking and can deepen figma, react while staying current on fast-moving developments.",ai|climate|robotics,prompt_engineering|public_speaking,figma|react,breaking,analysis,ru,APAC,2026-03-21T08:02:27.316595,2026-03-21T15:17:44.172964,2026-03-21T15:17:44.172964,Global Science Desk,science_media,Ai Desk,12,0.7617,0.6988,0.6355,0.96,0.6531,0.5828,0.4396,0.9896,0.9348,0.8408,active,"[0.2663,-0.1002,0.1838,-0.0036,-0.35,-0.1648,-0.0088,0.8167,0.1047,0.2264,0.063,0.0487]"
news_0134,news,What changed in Cybersecurity in the last 24 hours,"TechWire covers cybersecurity, design for students who want personally relevant, current news.","What changed in Cybersecurity in the last 24 hours focuses on cybersecurity, design and explains why the update matters now. It is written for students who bring critical_thinking, sql and can deepen design_thinking, git while staying current on fast-moving developments.",cybersecurity|design,critical_thinking|sql,design_thinking|git,breaking,analysis,ru,MENA,2026-03-22T01:30:24.093817,2026-03-22T08:39:59.916155,2026-03-22T08:39:59.916155,TechWire,newsroom,Cybersecurity Desk,8,0.8042,0.7502,0.7601,0.93,0.7371,0.5553,0.8,1.0,1.0,0.8587,active,"[0.5907,0.2187,0.4691,-0.0397,-0.1647,-0.0832,0.0947,-0.1046,-0.03,0.4622,0.3032,0.1458]"
news_0135,news,New Mobile paper distilled for students,"Policy Radar covers mobile, robotics for students who want personally relevant, current news.","New Mobile paper distilled for students focuses on mobile, robotics and explains why the update matters now. It is written for students who bring react and can deepen design_thinking while staying current on fast-moving developments.",mobile|robotics,react,design_thinking,research_digest,explainer,en,Global,2026-03-20T18:54:07.583336,2026-03-21T03:28:39.577392,2026-03-21T03:28:39.577392,Policy Radar,government_watch,Mobile Desk,9,0.8968,0.5058,0.5501,0.95,0.4309,0.5851,0.3222,0.1744,0.8823,0.8661,active,"[0.2014,0.3436,0.2941,0.0913,-0.0743,-0.2426,-0.5843,0.1095,-0.0984,0.2304,-0.4954,-0.1436]"
news_0136,news,Design market pulse and hiring signal,"Lab Chronicle covers design, startups for students who want personally relevant, current news.","Design market pulse and hiring signal focuses on design, startups and explains why the update matters now. It is written for students who bring design_thinking, leadership, public_speaking and can deepen javascript while staying current on fast-moving developments.",design|startups,design_thinking|leadership|public_speaking,javascript,market_map,explainer,es,MENA,2026-03-19T08:55:09.367475,2026-03-19T10:15:08.819331,2026-03-19T10:15:08.819331,Lab Chronicle,research_lab,Design Desk,11,0.9499,0.4982,0.701,0.97,0.4758,0.6132,0.0833,0.1267,0.4598,0.9124,hidden,"[0.4381,0.5855,-0.0665,-0.1699,-0.0236,-0.5606,0.0249,0.1411,0.2267,0.044,0.1985,-0.0626]"
news_0137,news,Data update every student should see today,"Campus Pulse covers data, policy for students who want personally relevant, current news.","Data update every student should see today focuses on data, policy and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy, public_speaking and can deepen sql while staying current on fast-moving developments.",data|policy,critical_thinking|data_literacy|public_speaking,sql,breaking,explainer,en,US,2026-03-20T07:42:03.613708,2026-03-20T11:52:13.281781,2026-03-20T11:52:13.281781,Campus Pulse,student_media,Data Desk,7,0.6627,0.3588,0.5393,0.76,0.5109,0.5446,0.1794,0.7294,0.8783,0.7913,hidden,"[0.1056,-0.2971,-0.0016,0.192,-0.4352,-0.0928,0.6518,0.1492,0.3064,0.1847,0.251,0.1661]"
news_0138,news,Policy opportunity roundup for active students,"Lab Chronicle covers policy, startups, web for students who want personally relevant, current news.","Policy opportunity roundup for active students focuses on policy, startups, web and explains why the update matters now. It is written for students who bring data_literacy, public_speaking and can deepen critical_thinking, git while staying current on fast-moving developments.",policy|startups|web,data_literacy|public_speaking,critical_thinking|git,student_opportunity,newsletter,en,LATAM,2026-03-21T10:33:44.874289,2026-03-21T16:52:28.920474,2026-03-21T16:52:28.920474,Lab Chronicle,research_lab,Policy Desk,12,0.9498,0.7099,0.8641,0.97,0.6837,0.8491,0.5176,0.2135,0.7014,0.9559,active,"[0.3535,0.0875,-0.1414,-0.149,-0.4826,-0.2261,0.192,-0.4112,0.2748,0.0579,0.4236,-0.2772]"
news_0139,news,Fresh Startups news with direct student upside,"Security Brief covers startups for students who want personally relevant, current news.","Fresh Startups news with direct student upside focuses on startups and explains why the update matters now. It is written for students who bring leadership and can deepen javascript, machine_learning while staying current on fast-moving developments.",startups,leadership,javascript|machine_learning,student_opportunity,briefing,en,APAC,2026-03-20T07:18:36.857190,2026-03-20T18:02:56.399643,2026-03-20T18:02:56.399643,Security Brief,specialist_media,Startups Desk,3,0.9305,0.661,0.7349,0.94,0.6528,0.7491,0.2285,0.1557,0.8828,0.9231,active,"[0.2615,0.3451,-0.5725,0.3077,-0.2487,-0.4246,-0.2819,-0.0741,0.1915,-0.1554,-0.0287,-0.0375]"
news_0140,news,Research update every student should see today,"Policy Radar covers research for students who want personally relevant, current news.","Research update every student should see today focuses on research and explains why the update matters now. It is written for students who bring data_literacy, python and can deepen critical_thinking while staying current on fast-moving developments.",research,data_literacy|python,critical_thinking,breaking,newsletter,en,Global,2026-03-19T05:43:27.344205,2026-03-19T09:09:29.681846,2026-03-19T09:09:29.681846,Policy Radar,government_watch,Research Desk,5,0.9185,0.4028,0.5122,0.95,0.3622,0.6758,0.0761,0.6261,0.3725,0.9257,hidden,"[-0.0054,0.2497,0.2883,0.1851,-0.5534,0.1435,0.0167,-0.3981,-0.44,-0.0789,0.3245,0.1719]"
news_0141,news,New Ai paper distilled for students,"Startup Signal covers ai, fintech, policy for students who want personally relevant, current news.","New Ai paper distilled for students focuses on ai, fintech, policy and explains why the update matters now. It is written for students who bring analytics and can deepen react while staying current on fast-moving developments.",ai|fintech|policy,analytics,react,research_digest,analysis,es,LATAM,2026-03-21T18:45:32.237290,2026-03-22T06:20:35.050607,2026-03-22T06:20:35.050607,Startup Signal,industry_media,Ai Desk,11,0.6909,0.9694,0.8481,0.88,0.7785,0.638,0.7587,0.2617,0.6697,0.7674,active,"[0.0774,0.1273,-0.2298,0.2974,0.0532,-0.1594,-0.4218,0.1347,0.3263,0.3064,-0.5289,-0.3634]"
news_0142,news,New Policy paper distilled for students,"Builder Weekly covers policy for students who want personally relevant, current news.","New Policy paper distilled for students focuses on policy and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy and can deepen machine_learning, sql while staying current on fast-moving developments.",policy,critical_thinking|data_literacy,machine_learning|sql,research_digest,analysis,en,Global,2026-03-21T15:10:50.158639,2026-03-21T22:09:47.882411,2026-03-21T22:09:47.882411,Builder Weekly,company_blog,Policy Desk,12,0.6934,0.6159,0.6069,0.82,0.8288,0.5535,0.6195,0.2339,0.6054,0.7825,active,"[0.0029,-0.3132,-0.0742,0.5715,-0.4821,-0.0214,0.1604,-0.3475,0.1983,0.3556,-0.1342,0.0815]"
news_0143,news,What the latest Product launch unlocks,"Campus Pulse covers product, web for students who want personally relevant, current news.","What the latest Product launch unlocks focuses on product, web and explains why the update matters now. It is written for students who bring analytics and can deepen sql while staying current on fast-moving developments.",product|web,analytics,sql,product_launch,analysis,en,US,2026-03-21T11:34:46.850126,2026-03-21T14:17:26.351746,2026-03-21T14:17:26.351746,Campus Pulse,student_media,Product Desk,11,0.78,0.5695,0.7665,0.76,0.4747,0.7204,0.4794,0.2059,0.834,0.6911,hidden,"[0.0522,-0.3565,0.1128,-0.2368,0.1484,-0.3238,-0.2925,-0.1044,-0.0183,0.0755,0.5804,0.485]"
news_0144,news,Fintech moves that create student openings,"Policy Radar covers fintech, robotics for students who want personally relevant, current news.","Fintech moves that create student openings focuses on fintech, robotics and explains why the update matters now. It is written for students who bring analytics, python, sql and can deepen design_thinking while staying current on fast-moving developments.",fintech|robotics,analytics|python|sql,design_thinking,student_opportunity,newsletter,es,EU,2026-03-21T01:58:03.658605,2026-03-21T04:47:46.888722,2026-03-21T04:47:46.888722,Policy Radar,government_watch,Fintech Desk,5,0.8802,0.5155,0.7153,0.95,0.4341,0.8851,0.3336,0.1767,0.5257,0.84,active,"[-0.2282,0.4104,0.0138,-0.1694,-0.2045,-0.0842,-0.617,0.1031,0.0001,0.5227,0.164,0.1012]"
news_0145,news,Cybersecurity moves that create student openings,"TechWire covers cybersecurity, policy, science for students who want personally relevant, current news.","Cybersecurity moves that create student openings focuses on cybersecurity, policy, science and explains why the update matters now. It is written for students who bring critical_thinking, sql and can deepen design_thinking, prompt_engineering while staying current on fast-moving developments.",cybersecurity|policy|science,critical_thinking|sql,design_thinking|prompt_engineering,student_opportunity,briefing,es,EU,2026-03-19T23:57:32.255011,2026-03-20T06:01:21.426904,2026-03-20T06:01:21.426904,TechWire,newsroom,Cybersecurity Desk,8,0.7529,0.5944,0.7491,0.93,0.5437,0.7335,0.1613,0.1423,0.798,0.8306,hidden,"[0.4506,-0.2558,-0.1741,-0.0263,-0.2111,-0.2774,0.0928,-0.1679,0.161,0.7091,-0.0981,-0.0622]"
news_0146,news,What the latest Mobile launch unlocks,"Policy Radar covers mobile, research for students who want personally relevant, current news.","What the latest Mobile launch unlocks focuses on mobile, research and explains why the update matters now. It is written for students who bring data_literacy, design_thinking, react and can deepen javascript, leadership while staying current on fast-moving developments.",mobile|research,data_literacy|design_thinking|react,javascript|leadership,product_launch,live_blog,ru,Global,2026-03-21T21:35:59.953280,2026-03-22T04:43:15.546316,2026-03-22T04:43:15.546316,Policy Radar,government_watch,Mobile Desk,14,0.8837,0.8103,0.7668,0.95,0.558,0.717,0.7778,0.2656,0.6793,0.8254,active,"[0.5751,0.4017,0.1944,-0.1052,0.0771,-0.3856,-0.2751,-0.2575,-0.2269,0.0568,-0.3057,0.1196]"
news_0147,news,Fresh Climate regulation update explained,"Startup Signal covers climate, fintech, robotics for students who want personally relevant, current news.","Fresh Climate regulation update explained focuses on climate, fintech, robotics and explains why the update matters now. It is written for students who bring public_speaking, python, sql and can deepen prompt_engineering while staying current on fast-moving developments.",climate|fintech|robotics,public_speaking|python|sql,prompt_engineering,policy_watch,explainer,en,LATAM,2026-03-20T13:09:56.487847,2026-03-20T17:53:22.334232,2026-03-20T17:53:22.334232,Startup Signal,industry_media,Climate Desk,8,0.8479,0.4131,0.5926,0.88,0.49,0.8321,0.236,0.3537,0.6927,0.8558,active,"[-0.1228,-0.1434,0.3105,-0.2765,-0.4738,-0.1916,-0.3495,0.3393,0.2844,0.3524,0.2746,0.112]"
news_0148,news,Mobile opportunity roundup for active students,"Global Science Desk covers mobile, startups for students who want personally relevant, current news.","Mobile opportunity roundup for active students focuses on mobile, startups and explains why the update matters now. It is written for students who bring public_speaking, react and can deepen data_literacy while staying current on fast-moving developments.",mobile|startups,public_speaking|react,data_literacy,student_opportunity,analysis,en,EU,2026-03-21T17:11:12.559479,2026-03-22T04:37:35.489252,2026-03-22T04:37:35.489252,Global Science Desk,science_media,Mobile Desk,4,0.9021,0.7967,0.6567,0.96,0.7075,0.8078,0.7189,0.2538,0.4871,0.8991,active,"[0.2288,0.4615,-0.0696,0.0687,-0.6693,-0.2286,-0.4235,-0.1378,0.0314,0.1292,0.018,0.0928]"
news_0149,news,Cybersecurity alert reshapes student roadmap,"Global Science Desk covers cybersecurity, policy for students who want personally relevant, current news.","Cybersecurity alert reshapes student roadmap focuses on cybersecurity, policy and explains why the update matters now. It is written for students who bring data_literacy, public_speaking and can deepen machine_learning while staying current on fast-moving developments.",cybersecurity|policy,data_literacy|public_speaking,machine_learning,breaking,briefing,ru,Global,2026-03-22T01:35:25.372138,2026-03-22T05:58:12.762699,2026-03-22T05:58:12.762699,Global Science Desk,science_media,Cybersecurity Desk,3,0.9154,0.7527,0.7997,0.96,0.8895,0.5948,0.7543,1.0,0.7251,0.8679,active,"[-0.0859,0.0552,-0.1066,-0.0968,-0.7936,-0.2557,0.1251,0.0573,0.1974,0.3868,0.01,0.2571]"
news_0150,news,Fresh Design news with direct student upside,"Global Science Desk covers design, policy, research for students who want personally relevant, current news.","Fresh Design news with direct student upside focuses on design, policy, research and explains why the update matters now. It is written for students who bring data_literacy and can deepen figma, sql while staying current on fast-moving developments.",design|policy|research,data_literacy,figma|sql,student_opportunity,analysis,es,APAC,2026-03-21T22:15:00.482490,2026-03-22T03:43:34.962623,2026-03-22T03:43:34.962623,Global Science Desk,science_media,Design Desk,4,0.8445,0.6749,0.7074,0.96,0.6455,0.8651,0.6989,0.2498,0.8053,0.9115,active,"[0.4396,0.1744,0.1337,0.0231,-0.3516,-0.312,0.3525,-0.1121,-0.4647,0.1173,0.0042,0.4127]"
news_0151,news,Ai demand snapshot for students and builders,"Builder Weekly covers ai, climate for students who want personally relevant, current news.","Ai demand snapshot for students and builders focuses on ai, climate and explains why the update matters now. It is written for students who bring machine_learning, prompt_engineering and can deepen design_thinking while staying current on fast-moving developments.",ai|climate,machine_learning|prompt_engineering,design_thinking,market_map,explainer,es,Global,2026-03-21T01:43:47.832682,2026-03-21T11:46:50.563439,2026-03-21T11:46:50.563439,Builder Weekly,company_blog,Ai Desk,14,0.8256,0.7454,0.8027,0.82,0.7384,0.5357,0.4186,0.1937,0.6128,0.8495,active,"[0.2362,-0.0402,-0.0853,0.2698,-0.0903,-0.1238,-0.3767,0.0012,0.5337,0.3396,-0.3586,0.4105]"
news_0152,news,Where Science momentum is moving this week,"TechWire covers science for students who want personally relevant, current news.","Where Science momentum is moving this week focuses on science and explains why the update matters now. It is written for students who bring critical_thinking, data_literacy, python and can deepen prompt_engineering, react while staying current on fast-moving developments.",science,critical_thinking|data_literacy|python,prompt_engineering|react,market_map,analysis,es,LATAM,2026-03-22T04:43:34.913792,2026-03-22T09:56:30.138311,2026-03-22T09:56:30.138311,TechWire,newsroom,Science Desk,5,0.9199,0.8924,0.5318,0.93,0.5838,0.5849,0.8701,0.284,1.0,0.8516,active,"[0.0153,-0.2708,0.1406,0.5333,-0.2619,0.0158,-0.4343,-0.4587,-0.0709,0.3828,-0.0149,0.0501]"
news_0153,news,What the latest Startups launch unlocks,"TechWire covers startups, web for students who want personally relevant, current news.","What the latest Startups launch unlocks focuses on startups, web and explains why the update matters now. It is written for students who bring public_speaking and can deepen design_thinking while staying current on fast-moving developments.",startups|web,public_speaking,design_thinking,product_launch,analysis,ru,MENA,2026-03-22T05:13:11.723939,2026-03-22T09:10:23.004587,2026-03-22T09:10:23.004587,TechWire,newsroom,Startups Desk,11,0.8295,0.927,0.8466,0.93,0.7634,0.966,0.8721,0.2844,0.8396,0.9255,active,"[-0.0061,0.0407,-0.1687,-0.3211,-0.0126,-0.6007,0.1114,-0.0494,0.5424,-0.0177,0.4369,-0.0746]"
news_0154,news,Ai update every student should see today,"Global Science Desk covers ai, data, science for students who want personally relevant, current news.","Ai update every student should see today focuses on ai, data, science and explains why the update matters now. It is written for students who bring data_literacy, prompt_engineering, sql and can deepen leadership while staying current on fast-moving developments.",ai|data|science,data_literacy|prompt_engineering|sql,leadership,breaking,explainer,es,LATAM,2026-03-22T03:11:02.403708,2026-03-22T06:10:31.387143,2026-03-22T06:10:31.387143,Global Science Desk,science_media,Ai Desk,8,0.8091,0.9653,0.8361,0.96,0.6863,0.6339,0.8204,1.0,0.7294,0.8801,active,"[-0.0433,-0.3849,-0.2819,0.2044,-0.0995,-0.5606,-0.0459,0.3044,-0.2107,0.337,-0.0487,0.3866]"
news_0155,news,What changed in Fintech in the last 24 hours,"Security Brief covers fintech, startups for students who want personally relevant, current news.","What changed in Fintech in the last 24 hours focuses on fintech, startups and explains why the update matters now. It is written for students who bring public_speaking and can deepen design_thinking, figma while staying current on fast-moving developments.",fintech|startups,public_speaking,design_thinking|figma,breaking,analysis,en,LATAM,2026-03-22T10:47:57.384750,2026-03-22T12:00:00,2026-03-22T12:00:00,Security Brief,specialist_media,Fintech Desk,7,0.9,0.8242,0.5918,0.94,0.8046,0.5888,0.9853,1.0,0.6053,0.8645,active,"[-0.077,0.3641,-0.1383,-0.2799,-0.1785,-0.2236,0.1808,0.5919,0.3705,-0.2539,0.3111,0.0243]"
news_0156,news,Ai alert reshapes student roadmap,"TechWire covers ai, startups, web for students who want personally relevant, current news.","Ai alert reshapes student roadmap focuses on ai, startups, web and explains why the update matters now. It is written for students who bring machine_learning, prompt_engineering, react and can deepen public_speaking while staying current on fast-moving developments.",ai|startups|web,machine_learning|prompt_engineering|react,public_speaking,breaking,explainer,ru,MENA,2026-03-19T14:27:04.792984,2026-03-19T16:22:39.265512,2026-03-19T16:22:39.265512,TechWire,newsroom,Ai Desk,7,0.7317,0.4758,0.5727,0.93,0.521,0.5041,0.1035,0.6535,0.7613,0.8116,hidden,"[0.0102,-0.1057,-0.3741,0.371,-0.2669,-0.5458,-0.2421,0.0121,0.5077,0.1115,0.1068,0.0408]"
news_0157,news,Ai policy shift students should track,"Security Brief covers ai, mobile, product for students who want personally relevant, current news.","Ai policy shift students should track focuses on ai, mobile, product and explains why the update matters now. It is written for students who bring design_thinking, prompt_engineering, python and can deepen figma while staying current on fast-moving developments.",ai|mobile|product,design_thinking|prompt_engineering|python,figma,policy_watch,briefing,ru,Global,2026-03-22T04:30:02.219412,2026-03-22T08:01:34.959391,2026-03-22T08:01:34.959391,Security Brief,specialist_media,Ai Desk,4,0.8704,0.8514,0.5858,0.94,0.6793,0.7065,0.7996,0.6073,0.8475,0.9066,active,"[0.4822,0.1029,0.0771,-0.0206,-0.2057,-0.1554,-0.1582,0.3213,-0.257,0.5472,0.2389,0.3651]"
news_0158,news,Mobile policy shift students should track,"Global Science Desk covers mobile, startups for students who want personally relevant, current news.","Mobile policy shift students should track focuses on mobile, startups and explains why the update matters now. It is written for students who bring design_thinking, leadership, public_speaking and can deepen analytics, prompt_engineering while staying current on fast-moving developments.",mobile|startups,design_thinking|leadership|public_speaking,analytics|prompt_engineering,policy_watch,live_blog,en,APAC,2026-03-22T00:32:22.736601,2026-03-22T05:56:17.122072,2026-03-22T05:56:17.122072,Global Science Desk,science_media,Mobile Desk,10,0.809,0.9263,0.6861,0.96,0.743,0.8895,0.8163,0.6148,0.8168,0.8497,active,"[0.3231,0.4079,-0.3048,-0.1702,-0.2951,-0.369,-0.1911,0.175,0.256,0.3662,0.243,0.2415]"
news_0159,news,Design opportunity roundup for active students,"Startup Signal covers design, research, startups for students who want personally relevant, current news.","Design opportunity roundup for active students focuses on design, research, startups and explains why the update matters now. It is written for students who bring design_thinking, figma, leadership and can deepen git while staying current on fast-moving developments.",design|research|startups,design_thinking|figma|leadership,git,student_opportunity,analysis,en,EU,2026-03-22T05:55:05.129443,2026-03-22T08:48:58.256921,2026-03-22T08:48:58.256921,Startup Signal,industry_media,Design Desk,14,0.7966,0.792,0.6752,0.88,0.7117,0.8629,0.8959,0.2892,0.8695,0.7714,active,"[0.669,0.6091,0.0925,0.0047,-0.0393,-0.2173,-0.008,-0.0092,-0.2572,-0.2324,0.0553,0.0261]"
news_0160,news,Data product release with immediate implications,"TechWire covers data for students who want personally relevant, current news.","Data product release with immediate implications focuses on data and explains why the update matters now. It is written for students who bring analytics, python, sql and can deepen javascript, machine_learning while staying current on fast-moving developments.",data,analytics|python|sql,javascript|machine_learning,product_launch,explainer,en,Global,2026-03-20T09:34:52.608666,2026-03-20T11:51:45.874793,2026-03-20T11:51:45.874793,TechWire,newsroom,Data Desk,7,0.9008,0.3884,0.7479,0.93,0.3969,0.7033,0.2003,0.1501,0.8423,0.8515,active,"[-0.1173,0.0198,-0.2465,0.4212,-0.1466,-0.3803,-0.2768,-0.2718,0.2013,0.3842,0.1035,0.4819]"
